"","location","date","co_8hr","no2_one_hour_max","o3_eight_hour_max","pm10_24","pm25_24","psi_24","psi_three_hourly","so2_24"
"39","central","2017-02-08",0.923478260869565,46.2608695652174,30.695652173913,21.304347826087,13.5217391304348,51.3913043478261,55.1304347826087,6.39130434782609
"40","central","2017-02-09",0.730434782608696,32.5217391304348,47.5217391304348,27.2173913043478,18.2173913043478,57.9130434782609,55.6521739130435,6.21739130434783
"41","central","2017-02-10",0.613913043478261,26.304347826087,51.7391304347826,23.3913043478261,14.5652173913043,53.695652173913,51.6086956521739,4.08695652173913
"42","central","2017-02-11",0.558823529411765,24.4117647058824,52.2941176470588,26.7647058823529,13.5882352941176,52.5294117647059,51.1764705882353,3.82352941176471
"43","central","2017-02-14",0.484117647058824,23.2941176470588,45.9411764705882,27.9411764705882,13.1764705882353,50.2941176470588,35.6470588235294,3.05882352941176
"44","central","2017-02-15",0.540434782608696,36,36.9565217391304,18.2173913043478,8.26086956521739,34.6521739130435,37.5652173913044,2.08695652173913
"45","central","2017-02-16",0.498260869565217,29.304347826087,38.9565217391304,25.1739130434783,11.4782608695652,47.1304347826087,50.304347826087,2.52173913043478
"46","central","2017-02-17",0.511739130434783,28.0434782608696,31.8695652173913,28.304347826087,12.7391304347826,51.6086956521739,48.8695652173913,3
"47","central","2017-02-18",0.55695652173913,25.8695652173913,30.8695652173913,23.695652173913,12,49.695652173913,50.0434782608696,3.47826086956522
"48","central","2017-02-19",0.515217391304348,19.9565217391304,31.9565217391304,26,13.2608695652174,52.3478260869565,48.5217391304348,3.8695652173913
"49","central","2017-02-20",0.55695652173913,25,23.8695652173913,21.304347826087,10.8695652173913,45.1739130434783,39.7826086956522,3.1304347826087
"50","central","2017-02-21",0.64304347826087,27.2173913043478,18.5652173913043,19.4347826086957,10.0434782608696,42.2173913043478,47.0434782608696,4.69565217391304
"51","central","2017-02-22",0.539565217391304,19.9130434782609,30.0434782608696,21.3913043478261,11.4347826086957,47.3478260869565,39.2608695652174,3
"52","central","2017-02-23",0.638695652173913,45.0869565217391,25.6086956521739,18.8260869565217,11.5217391304348,45.3478260869565,49.2608695652174,5.21739130434783
"53","central","2017-02-24",0.65695652173913,47,9.30434782608696,22.4782608695652,14.1304347826087,51.8260869565217,38.9130434782609,7.43478260869565
"54","central","2017-02-25",0.646190476190476,31.6666666666667,18.7619047619048,16.6190476190476,9.90476190476191,41.0952380952381,43.5714285714286,5.09523809523809
"55","central","2017-02-26",0.545217391304348,19.4782608695652,26.8260869565217,18.6521739130435,10.5652173913043,43.9130434782609,37.304347826087,3
"56","central","2017-02-27",0.490434782608696,20.1739130434783,23.9565217391304,17.3913043478261,8.82608695652174,36.5652173913044,37.1304347826087,3.65217391304348
"57","central","2017-02-28",0.529565217391304,26.9130434782609,18.9565217391304,21.5652173913043,10.5217391304348,43.8695652173913,42.304347826087,4.17391304347826
"58","central","2017-03-01",0.438260869565217,15.0869565217391,18.7391304347826,15.2608695652174,7.26086956521739,30.304347826087,23.695652173913,3.65217391304348
"59","central","2017-03-02",0.366086956521739,17.7826086956522,28.4347826086957,17.0869565217391,8,32.695652173913,42.2173913043478,2.30434782608696
"60","central","2017-03-03",0.498695652173913,27.7826086956522,25.1739130434783,24.3913043478261,12.5217391304348,49.304347826087,37.6086956521739,3.34782608695652
"61","central","2017-03-04",0.629565217391304,35.6086956521739,19.4347826086957,21.0434782608696,11.5217391304348,44.9130434782609,53,2.56521739130435
"62","central","2017-03-05",0.596521739130435,21.9130434782609,29.2173913043478,28.4347826086957,17.3478260869565,56.9565217391304,57.3913043478261,4.56521739130435
"63","central","2017-03-06",0.630434782608696,35.5217391304348,26.304347826087,26.0869565217391,16.7391304347826,56.1304347826087,53.4782608695652,6.30434782608696
"64","central","2017-03-07",0.644347826086957,38.6086956521739,35.4782608695652,24.5652173913043,15.7391304347826,55.0869565217391,54,8.26086956521739
"65","central","2017-03-08",0.586086956521739,26.0434782608696,46.5652173913044,25.9130434782609,16.1739130434783,55.5217391304348,55.6521739130435,7.65217391304348
"66","central","2017-03-09",0.535217391304348,28.5217391304348,53.304347826087,30.6086956521739,19.4347826086957,59.3913043478261,55.0434782608696,5.56521739130435
"67","central","2017-03-10",0.512173913043478,25.0434782608696,43.2173913043478,26.4347826086957,15.8695652173913,55.304347826087,55.2173913043478,5.43478260869565
"68","central","2017-03-11",0.522608695652174,29.4782608695652,43.5217391304348,27,16.7391304347826,56.304347826087,56.4347826086956,5.08695652173913
"69","central","2017-03-12",0.598695652173913,44.4782608695652,50.6086956521739,22.5652173913043,14.2608695652174,53.304347826087,48.3478260869565,7.69565217391304
"70","central","2017-03-13",0.663478260869565,40.9130434782609,56.8695652173913,35.2173913043478,24.3478260869565,64.8695652173913,69.2173913043478,14.304347826087
"71","central","2017-03-14",0.612173913043478,56.1739130434783,48.6086956521739,31.9130434782609,22.7826086956522,63.1304347826087,53.8695652173913,21.5217391304348
"72","central","2017-03-15",0.661739130434783,57.9130434782609,61.2608695652174,31.5652173913043,22.4347826086957,62.4782608695652,62.8260869565217,46.1739130434783
"73","central","2017-03-16",0.591818181818182,38.3181818181818,42.5,26.3636363636364,17.5909090909091,57.2727272727273,NA,17.5454545454545
"74","central","2017-03-17",0.720434782608696,54.2608695652174,31.695652173913,31.7391304347826,19.7391304347826,59.6086956521739,NA,9.95652173913044
"75","central","2017-03-18",0.684782608695652,32.1304347826087,51.8260869565217,30.6521739130435,20.7826086956522,60.7391304347826,NA,7.78260869565217
"76","central","2017-03-19",0.752173913043478,37.5217391304348,46.0434782608696,28.304347826087,19.9565217391304,59.8695652173913,NA,8.04347826086956
"77","central","2017-03-20",0.704347826086957,39.0869565217391,32.2173913043478,20.4782608695652,14.1304347826087,50.8695652173913,NA,5.26086956521739
"78","central","2017-03-21",0.710434782608696,41.6521739130435,42.1304347826087,22.0434782608696,14.2173913043478,53.0869565217391,NA,7.30434782608696
"79","central","2017-03-22",0.697391304347826,33.695652173913,19.695652173913,19,10.1739130434783,42.7391304347826,NA,5.82608695652174
"80","central","2017-03-23",0.658695652173913,26.1304347826087,41.6086956521739,27.1739130434783,16.8695652173913,56.4782608695652,NA,7.08695652173913
"81","central","2017-03-24",0.569130434782609,58.2608695652174,52.4782608695652,27.9130434782609,19.2173913043478,59.1304347826087,NA,22.695652173913
"82","central","2017-03-25",0.644285714285714,46.3571428571429,23.8571428571429,30.2142857142857,20.1428571428571,60.1428571428571,NA,13.4285714285714
"83","central","2017-03-26",0.895217391304348,20.7826086956522,46.304347826087,25,15.9130434782609,55.2173913043478,NA,5.82608695652174
